"","date","year","month","day","latitude","longitude","name"
"2018","2017-10-16T14:34:57",2017,10,16,21.176353,-101.698751,"Danaus plexippus"
"2019","2019-10-19T14:20:24",2019,10,19,25.566554,-100.276944,"Danaus plexippus"
"2020","2019-07-17T12:13:27",2019,7,17,32.790745,-117.101448,"Danaus plexippus"
"2021","2017-08-09T15:53:00",2017,8,9,34.142251,-118.052726,"Danaus plexippus"
"2022","2020-06-06T10:49:00",2020,6,6,34.165688,-118.49493,"Danaus plexippus"
"2023","2015-03-05T00:00:00",2015,3,5,34.007636,-118.399887,"Danaus plexippus"
"2024","2020-08-04T15:56:51",2020,8,4,32.804287,-117.25878,"Danaus plexippus"
"2025","2019-06-21T15:44:55",2019,6,21,32.806667,-117.071214,"Danaus plexippus"
"2026","2020-05-03T11:45:59",2020,5,3,33.957912,-118.44435,"Danaus plexippus"
"2027","2016-04-30T07:59:04",2016,4,30,34.086914,-118.152814,"Danaus plexippus"
"2028","2021-07-13T18:00:00",2021,7,13,34.219375,-118.708109,"Danaus plexippus"
"2029","2021-07-10T11:09:51",2021,7,10,34.115514,-117.400222,"Danaus plexippus"
"2030","2021-05-15T15:33:18",2021,5,15,33.599152,-117.644509,"Danaus plexippus"
"2031","2021-08-24T13:05:00",2021,8,24,31.794986,-111.015191,"Danaus plexippus"
"2032","2019-10-27T10:37:00",2019,10,27,26.304762,-101.34567,"Danaus plexippus"
"2033","2018-05-29T14:11:21",2018,5,29,34.133512,-117.852552,"Danaus plexippus"
"2034","2021-09-06T15:32:00",2021,9,6,38.733024,-112.035517,"Danaus plexippus"
"2035","2020-04-26T13:21:07",2020,4,26,34.202851,-118.439339,"Danaus plexippus"
"2036","2019-06-20T09:32:15",2019,6,20,34.002777,-118.472504,"Danaus plexippus"
"2037","2021-06-12T11:47:56",2021,6,12,35.287325,-120.652937,"Danaus plexippus"
"2038","2015-10-27T08:46:50",2015,10,27,25.563896,-100.258591,"Danaus plexippus"
"2039","2017-10-14T09:36:36",2017,10,14,33.867529,-118.217652,"Danaus plexippus"
"2040","2021-06-11T13:55:00",2021,6,11,33.531281,-117.710506,"Danaus plexippus"
"2041","2020-03-31T14:47:22",2020,3,31,33.620639,-118.128535,"Danaus plexippus"
"2042","2020-03-22T12:08:56",2020,3,22,33.772536,-118.327216,"Danaus plexippus"
"2043","2017-04-22T18:37:33",2017,4,22,34.031765,-118.302796,"Danaus plexippus"
"2044","2020-01-02T13:49:00",2020,1,2,32.857171,-116.913415,"Danaus plexippus"
"2045","2016-11-04T09:56:00",2016,11,4,31.910059,-116.691802,"Danaus plexippus"
"2046","2019-01-07T16:07:40",2019,1,7,34.000489,-118.395103,"Danaus plexippus"
"2047","2018-12-03T12:28:00",2018,12,3,25.644748,-100.326234,"Danaus plexippus"
"2048","2020-07-26T14:22:41",2020,7,26,32.732383,-117.149292,"Danaus plexippus"
"2049","2021-10-24T08:32:00",2021,10,24,33.052157,-100.51385,"Danaus plexippus"
"2050","2018-04-24T17:45:00",2018,4,24,33.933618,-117.950602,"Danaus plexippus"
"2051","2020-03-21T08:37:05",2020,3,21,33.820391,-118.280578,"Danaus plexippus"
"2052","2019-08-16T19:35:15",2019,8,16,33.566625,-117.584442,"Danaus plexippus"
"2053","2019-10-02T17:00:40",2019,10,2,33.540766,-117.689307,"Danaus plexippus"
"2054","2021-04-01T10:27:00",2021,4,1,32.79543,-117.076121,"Danaus plexippus"
"2055","2020-01-01T12:50:50",2020,1,1,33.782766,-118.348055,"Danaus plexippus"
"2056","2020-06-02T18:32:27",2020,6,2,34.020572,-118.453712,"Danaus plexippus"
"2057","2021-06-23T13:01:46",2021,6,23,32.747088,-117.198608,"Danaus plexippus"
"2058","2021-09-06T11:08:24",2021,9,6,32.781753,-117.028144,"Danaus plexippus"
"2059","2020-07-03T16:39:00",2020,7,3,32.804358,-117.073447,"Danaus plexippus"
"2060","2021-03-23T18:59:36",2021,3,23,33.918018,-117.568185,"Danaus plexippus"
"2061","2021-05-27T12:11:00",2021,5,27,34.038628,-118.638022,"Danaus plexippus"
"2062","2013-09-24T00:00:00",2013,9,24,33.838483,-118.095474,"Danaus plexippus"
"2063","2018-04-01T11:46:13",2018,4,1,33.056197,-117.285216,"Danaus plexippus"
"2064","2018-04-23T08:01:00",2018,4,23,25.551375,-100.227128,"Danaus plexippus"
"2065","2019-10-04T09:13:33",2019,10,4,33.962862,-118.310688,"Danaus plexippus"
"2066","2018-07-28T12:16:42",2018,7,28,35.32132,-120.835062,"Danaus plexippus"
"2067","2018-12-29T12:21:50",2018,12,29,33.841025,-118.160592,"Danaus plexippus"
"2068","2021-09-14T16:01:05",2021,9,14,32.790926,-116.614276,"Danaus plexippus"
"2069","2017-09-15T12:15:00",2017,9,15,34.054694,-118.517861,"Danaus plexippus"
"2070","2017-10-27T14:57:46",2017,10,27,32.776314,-117.071334,"Danaus plexippus"
"2071","2017-11-08T07:30:00",2017,11,8,23.564416,-105.842596,"Danaus plexippus"
"2072","2021-03-01T15:26:07",2021,3,1,35.467045,-120.90998,"Danaus plexippus"
"2073","2017-11-16T13:36:00",2017,11,16,33.583905,-101.887486,"Danaus plexippus"
"2074","2018-03-28T10:34:11",2018,3,28,33.778317,-118.332747,"Danaus plexippus"
"2075","2019-06-01T16:30:06",2019,6,1,35.642761,-120.68824,"Danaus plexippus"
"2076","2017-12-03T09:59:00",2017,12,3,25.429777,-100.975812,"Danaus plexippus"
"2077","2014-11-07T12:19:35",2014,11,7,34.017691,-118.287981,"Danaus plexippus"
"2078","2019-03-14T00:00:00",2019,3,14,25.240028,-101.131433,"Danaus plexippus"
"2079","2018-05-25T16:00:00",2018,5,25,33.720048,-118.033878,"Danaus plexippus"
"2080","2021-10-07T10:44:20",2021,10,7,39.55117,-105.101026,"Danaus plexippus"
"2081","2020-03-02T10:03:00",2020,3,2,34.100624,-118.01327,"Danaus plexippus"
"2082","2014-08-01T08:12:00",2014,8,1,38.269212,-119.574224,"Danaus plexippus"
"2083","2021-09-20T17:06:47",2021,9,20,40.183085,-105.149304,"Danaus plexippus"
"2084","2016-01-04T00:00:00",2016,1,4,34.147785,-118.144516,"Danaus plexippus"
"2085","2019-02-28T09:14:46",2019,2,28,34.155038,-118.320735,"Danaus plexippus"
"2086","2020-06-26T12:55:21",2020,6,26,34.1358,-118.102761,"Danaus plexippus"
"2087","2020-04-23T12:33:51",2020,4,23,33.921837,-118.374328,"Danaus plexippus"
"2088","2014-12-25T00:00:00",2014,12,25,34.255011,-118.53081,"Danaus plexippus"
"2089","2020-07-11T17:47:40",2020,7,11,34.087668,-118.485669,"Danaus plexippus"
"2090","2019-10-10T11:07:09",2019,10,10,29.277337,-100.426783,"Danaus plexippus"
"2091","2021-10-31T14:38:34",2021,10,31,35.007958,-120.655559,"Danaus plexippus"
"2092","2020-05-28T11:31:48",2020,5,28,33.166272,-117.296238,"Danaus plexippus"
"2093","2020-08-28T09:49:03",2020,8,28,34.319582,-118.656452,"Danaus plexippus"
"2094","2020-09-16T09:25:26",2020,9,16,33.491981,-111.968092,"Danaus plexippus"
"2095","2021-10-01T09:11:39",2021,10,1,32.749443,-116.933652,"Danaus plexippus"
"2096","2021-10-24T19:09:01",2021,10,24,25.769165,-100.429079,"Danaus plexippus"
"2097","2020-09-02T10:52:00",2020,9,2,32.640054,-117.084195,"Danaus plexippus"
"2098","2021-09-30T11:09:54",2021,9,30,33.789239,-117.809903,"Danaus plexippus"
"2099","2020-05-31T13:37:00",2020,5,31,33.865692,-118.194364,"Danaus plexippus"
"2100","2019-03-29T20:46:38",2019,3,29,34.126897,-118.211991,"Danaus plexippus"
"2101","2021-06-18T11:50:00",2021,6,18,37.456684,-113.159495,"Danaus plexippus"
"2102","2016-04-16T00:00:00",2016,4,16,33.944214,-118.169289,"Danaus plexippus"
"2103","2016-10-04T12:34:00",2016,10,4,21.357265,-101.951849,"Danaus plexippus"
"2104","2021-05-18T10:14:50",2021,5,18,33.736783,-118.357627,"Danaus plexippus"
"2105","2020-05-15T10:28:00",2020,5,15,25.219409,-100.66727,"Danaus plexippus"
"2106","2020-05-23T01:31:00",2020,5,23,32.771431,-117.103929,"Danaus plexippus"
"2107","2021-07-13T12:17:57",2021,7,13,39.730955,-104.960531,"Danaus plexippus"
"2108","2019-12-12T14:11:52",2019,12,12,34.004386,-118.392508,"Danaus plexippus"
"2109","2021-08-25T09:08:00",2021,8,25,40.004537,-105.288484,"Danaus plexippus"
"2110","2019-02-03T22:08:00",2019,2,3,34.232497,-118.848529,"Danaus plexippus"
"2111","2016-06-15T11:01:02",2016,6,15,34.026075,-118.439822,"Danaus plexippus"
"2112","2020-07-26T13:27:00",2020,7,26,30.002087,-108.229332,"Danaus plexippus"
"2113","2021-09-08T13:31:00",2021,9,8,31.539538,-110.756196,"Danaus plexippus"
"2114","2015-08-31T00:00:00",2015,8,31,33.817648,-118.078615,"Danaus plexippus"
"2115","2016-03-29T13:59:25",2016,3,29,34.133437,-117.852611,"Danaus plexippus"
"2116","2019-08-07T09:32:00",2019,8,7,32.746106,-117.244804,"Danaus plexippus"
"2117","2017-05-04T00:00:00",2017,5,4,34.184509,-118.576069,"Danaus plexippus"
"2118","2021-09-20T08:11:58",2021,9,20,33.788924,-117.810374,"Danaus plexippus"
"2119","2017-08-25T17:28:00",2017,8,25,39.359213,-114.911594,"Danaus plexippus"
"2120","2021-10-10T10:19:00",2021,10,10,29.862122,-100.340569,"Danaus plexippus"
"2121","2021-03-04T10:42:07",2021,3,4,33.98963,-118.40483,"Danaus plexippus"
"2122","2019-04-06T16:43:00",2019,4,6,33.050088,-117.290203,"Danaus plexippus"
"2123","2021-05-08T15:18:00",2021,5,8,33.869027,-117.769152,"Danaus plexippus"
"2124","2020-06-25T19:51:00",2020,6,25,40.031473,-105.147042,"Danaus plexippus"
"2125","2020-07-04T12:07:59",2020,7,4,34.2678,-119.241387,"Danaus plexippus"
"2126","2020-07-31T19:04:00",2020,7,31,32.976758,-116.581108,"Danaus plexippus"
"2127","2017-08-06T12:34:00",2017,8,6,34.419803,-119.664811,"Danaus plexippus"
"2128","2021-10-15T08:52:37",2021,10,15,33.030185,-117.28009,"Danaus plexippus"
"2129","2021-07-30T15:08:00",2021,7,30,35.139338,-108.486679,"Danaus plexippus"
"2130","2020-12-09T15:48:00",2020,12,9,34.063344,-117.650888,"Danaus plexippus"
"2131","2017-04-15T07:58:00",2017,4,15,34.121875,-118.004896,"Danaus plexippus"
"2132","2016-10-08T08:41:00",2016,10,8,31.242655,-110.358878,"Danaus plexippus"
"2133","2020-06-02T13:52:21",2020,6,2,32.751734,-117.059494,"Danaus plexippus"
"2134","2017-04-19T13:45:00",2017,4,19,34.271108,-119.266416,"Danaus plexippus"
"2135","2018-11-11T02:34:00",2018,11,11,31.964787,-102.122122,"Danaus plexippus"
"2136","2021-05-31T11:27:33",2021,5,31,33.675923,-118.153981,"Danaus plexippus"
"2137","2020-04-17T12:57:00",2020,4,17,33.908544,-117.891117,"Danaus plexippus"
"2138","2018-11-15T12:19:00",2018,11,15,25.550862,-100.26943,"Danaus plexippus"
"2139","2020-09-21T07:50:31",2020,9,21,33.62928,-117.88067,"Danaus plexippus"
"2140","2021-11-11T13:13:43",2021,11,11,34.273053,-118.022361,"Danaus plexippus"
"2141","2017-10-07T12:10:00",2017,10,7,32.852223,-117.256651,"Danaus plexippus"
"2142","2019-10-09T10:58:00",2019,10,9,35.219642,-117.759434,"Danaus plexippus"
"2143","2016-08-09T10:14:43",2016,8,9,38.567139,-109.294336,"Danaus plexippus"
"2144","2016-10-18T18:17:27",2016,10,18,34.116917,-118.263512,"Danaus plexippus"
"2145","2020-12-31T12:26:00",2020,12,31,32.730681,-117.148239,"Danaus plexippus"
"2146","2020-12-05T13:24:00",2020,12,5,26.891914,-101.381321,"Danaus plexippus"
"2147","2018-09-01T07:53:26",2018,9,1,32.229405,-110.77889,"Danaus plexippus"
"2148","2017-09-23T10:17:57",2017,9,23,34.013669,-118.377158,"Danaus plexippus"
"2149","2020-07-07T10:20:37",2020,7,7,33.99397,-117.958799,"Danaus plexippus"
"2150","2018-03-13T12:56:19",2018,3,13,25.677032,-100.284228,"Danaus plexippus"
"2151","2020-05-23T12:34:01",2020,5,23,33.64657,-118.347666,"Danaus plexippus"
"2152","2016-08-09T09:51:03",2016,8,9,38.569866,-109.294899,"Danaus plexippus"
"2153","2015-10-13T10:41:08",2015,10,13,34.308265,-103.315019,"Danaus plexippus"
"2154","2018-10-23T12:22:00",2018,10,23,29.279321,-103.357553,"Danaus plexippus"
"2155","2021-09-23T14:04:57",2021,9,23,38.026585,-111.608617,"Danaus plexippus"
"2156","2018-10-10T13:16:07",2018,10,10,33.501537,-117.66462,"Danaus plexippus"
"2157","2021-01-17T13:06:00",2021,1,17,33.371115,-112.088312,"Danaus plexippus"
"2158","2021-03-14T12:42:00",2021,3,14,33.535563,-101.892385,"Danaus plexippus"
"2159","2020-05-03T11:31:23",2020,5,3,33.89455,-118.409263,"Danaus plexippus"
"2160","2021-07-26T15:45:00",2021,7,26,34.010996,-118.136445,"Danaus plexippus"
"2161","2018-04-24T07:36:00",2018,4,24,25.551339,-100.227089,"Danaus plexippus"
"2162","2018-06-06T17:28:07",2018,6,6,34.228662,-118.251145,"Danaus plexippus"
"2163","2021-03-06T15:01:30",2021,3,6,33.502013,-117.662733,"Danaus plexippus"
"2164","2020-11-30T16:22:00",2020,11,30,33.954747,-118.441856,"Danaus plexippus"
"2165","2019-11-26T11:07:42",2019,11,26,32.24332,-111.166022,"Danaus plexippus"
"2166","2018-11-17T10:00:09",2018,11,17,25.673508,-100.278717,"Danaus plexippus"
"2167","2016-11-01T00:00:00",2016,11,1,25.787004,-100.291232,"Danaus plexippus"
"2168","2021-05-23T14:12:11",2021,5,23,33.909582,-118.330224,"Danaus plexippus"
"2169","2018-04-03T18:00:00",2018,4,3,34.271081,-119.266442,"Danaus plexippus"
"2170","2021-10-05T15:25:53",2021,10,5,34.978687,-101.901872,"Danaus plexippus"
"2171","2021-11-24T12:40:45",2021,11,24,33.867222,-118.217778,"Danaus plexippus"
"2172","2020-09-18T11:55:00",2020,9,18,32.775605,-117.192334,"Danaus plexippus"
"2173","2017-03-28T13:14:00",2017,3,28,34.129839,-118.340639,"Danaus plexippus"
"2174","2018-10-14T11:35:00",2018,10,14,31.990281,-102.162437,"Danaus plexippus"
"2175","2018-02-25T12:29:51",2018,2,25,32.732288,-117.149284,"Danaus plexippus"
"2176","2021-07-22T09:30:00",2021,7,22,34.185296,-118.111911,"Danaus plexippus"
"2177","2021-09-23T08:18:00",2021,9,23,36.438682,-115.358339,"Danaus plexippus"
"2178","2021-07-27T20:57:52",2021,7,27,33.997032,-118.399776,"Danaus plexippus"
"2179","2020-09-13T16:23:10",2020,9,13,33.530572,-101.929348,"Danaus plexippus"
"2180","2021-05-30T19:40:35",2021,5,30,33.705124,-118.00854,"Danaus plexippus"
"2181","2020-05-30T12:12:14",2020,5,30,33.918258,-118.396697,"Danaus plexippus"
"2182","2021-01-25T17:00:08",2021,1,25,34.245379,-118.525516,"Danaus plexippus"
"2183","2017-04-19T11:44:00",2017,4,19,28.860299,-100.727001,"Danaus plexippus"
"2184","2020-05-27T10:13:01",2020,5,27,33.811207,-118.510161,"Danaus plexippus"
"2185","2021-05-20T11:34:26",2021,5,20,32.239658,-110.955733,"Danaus plexippus"
"2186","2019-07-24T08:22:00",2019,7,24,39.731708,-104.961394,"Danaus plexippus"
"2187","2021-05-18T11:02:11",2021,5,18,34.147481,-117.501428,"Danaus plexippus"
"2188","2021-04-08T17:57:00",2021,4,8,34.270581,-118.988875,"Danaus plexippus"
"2189","2017-11-17T11:17:59",2017,11,17,34.133385,-117.852599,"Danaus plexippus"
"2190","2021-11-14T11:18:58",2021,11,14,33.46391,-117.688335,"Danaus plexippus"
"2191","2020-08-01T12:14:00",2020,8,1,21.333256,-101.92114,"Danaus plexippus"
"2192","2020-11-04T12:30:00",2020,11,4,34.465795,-120.024887,"Danaus plexippus"
"2193","2021-06-29T17:35:43",2021,6,29,34.054161,-117.140105,"Danaus plexippus"
"2194","2019-09-09T07:51:37",2019,9,9,34.037845,-117.712013,"Danaus plexippus"
"2195","2020-07-07T10:44:03",2020,7,7,34.136867,-118.193066,"Danaus plexippus"
"2196","2018-01-14T10:42:22",2018,1,14,34.10807,-118.253131,"Danaus plexippus"
"2197","2020-07-30T11:20:58",2020,7,30,33.185113,-117.254913,"Danaus plexippus"
"2198","2020-04-23T11:02:00",2020,4,23,33.122644,-117.317249,"Danaus plexippus"
"2199","2020-09-21T12:46:52",2020,9,21,33.637938,-117.841785,"Danaus plexippus"
"2200","2020-12-29T13:02:00",2020,12,29,33.826908,-118.342874,"Danaus plexippus"
"2201","2021-03-10T00:00:00",2021,3,10,32.207392,-110.987203,"Danaus plexippus"
"2202","2021-10-16T10:08:44",2021,10,16,34.17262,-118.47165,"Danaus plexippus"
"2203","2016-10-27T13:35:00",2016,10,27,27.908874,-101.011844,"Danaus plexippus"
"2204","2018-09-13T11:28:15",2018,9,13,34.419952,-119.664886,"Danaus plexippus"
"2205","2021-08-15T12:45:00",2021,8,15,21.363496,-101.929101,"Danaus plexippus"
"2206","2021-10-30T09:21:02",2021,10,30,34.156567,-118.288737,"Danaus plexippus"
"2207","2019-08-16T13:34:49",2019,8,16,33.788903,-117.810097,"Danaus plexippus"
"2208","2019-11-04T11:00:25",2019,11,4,31.769255,-106.504177,"Danaus plexippus"
"2209","2021-08-20T16:15:00",2021,8,20,40.669411,-111.846137,"Danaus plexippus"
"2210","2020-09-13T14:41:00",2020,9,13,32.028892,-102.139866,"Danaus plexippus"
"2211","2018-07-29T17:47:00",2018,7,29,40.502729,-105.084821,"Danaus plexippus"
"2212","2021-05-16T09:50:49",2021,5,16,34.269708,-119.267125,"Danaus plexippus"
"2213","2016-11-06T09:09:00",2016,11,6,34.071707,-119.014093,"Danaus plexippus"
"2214","2018-11-24T11:23:00",2018,11,24,34.016957,-118.28877,"Danaus plexippus"
"2215","2021-10-21T18:03:29",2021,10,21,25.689748,-100.252509,"Danaus plexippus"
"2216","2020-08-11T16:07:18",2020,8,11,35.037131,-120.661731,"Danaus plexippus"
"2217","2021-09-10T10:07:50",2021,9,10,33.583845,-101.887497,"Danaus plexippus"
"2218","2021-02-02T14:47:41",2021,2,2,34.269433,-118.873742,"Danaus plexippus"
"2219","2018-12-09T00:00:00",2018,12,9,33.315944,-111.946883,"Danaus plexippus"
"2220","2019-10-17T19:14:52",2019,10,17,25.769072,-100.428833,"Danaus plexippus"
"2221","2021-05-14T16:54:57",2021,5,14,34.014392,-118.376433,"Danaus plexippus"
"2222","2019-10-20T15:26:00",2019,10,20,25.556052,-100.079648,"Danaus plexippus"
"2223","2014-02-21T00:00:00",2014,2,21,34.13241,-118.272993,"Danaus plexippus"
"2224","2015-11-15T10:57:13",2015,11,15,34.147251,-117.744855,"Danaus plexippus"
"2225","2021-09-09T09:05:22",2021,9,9,21.46253,-104.83908,"Danaus plexippus"
"2226","2018-10-25T17:50:00",2018,10,25,25.71314,-100.535185,"Danaus plexippus"
"2227","2020-03-07T14:27:00",2020,3,7,33.898533,-117.507233,"Danaus plexippus"
"2228","2020-08-29T17:57:09",2020,8,29,34.094885,-118.304492,"Danaus plexippus"
"2229","2021-03-28T09:58:20",2021,3,28,34.128633,-118.155823,"Danaus plexippus"
"2230","2020-09-07T16:21:10",2020,9,7,33.894627,-118.359384,"Danaus plexippus"
"2231","2018-08-07T12:57:00",2018,8,7,21.88972,-102.294104,"Danaus plexippus"
"2232","2021-07-11T09:16:00",2021,7,11,32.57074,-117.123077,"Danaus plexippus"
"2233","2020-10-21T23:21:00",2020,10,21,21.552388,-100.446397,"Danaus plexippus"
"2234","2021-07-13T19:44:42",2021,7,13,34.418845,-119.859319,"Danaus plexippus"
"2235","2015-07-20T13:43:22",2015,7,20,37.743783,-119.589727,"Danaus plexippus"
"2236","2017-05-08T13:47:42",2017,5,8,34.133481,-117.852587,"Danaus plexippus"
"2237","2019-11-12T10:23:09",2019,11,12,30.566311,-100.538452,"Danaus plexippus"
"2238","2017-03-24T15:37:20",2017,3,24,32.845516,-117.200258,"Danaus plexippus"
"2239","2017-12-15T09:19:27",2017,12,15,32.731884,-117.149026,"Danaus plexippus"
"2240","2020-04-04T09:22:23",2020,4,4,34.228878,-118.576437,"Danaus plexippus"
"2241","2016-10-09T12:00:00",2016,10,9,34.021506,-116.288288,"Danaus plexippus"
"2242","2021-08-01T15:14:29",2021,8,1,34.064887,-118.237179,"Danaus plexippus"
"2243","2020-04-21T15:46:52",2020,4,21,34.133467,-117.852529,"Danaus plexippus"
"2244","2019-03-06T18:59:00",2019,3,6,21.02126,-100.184577,"Danaus plexippus"
"2245","2018-04-28T08:21:29",2018,4,28,33.834648,-118.468865,"Danaus plexippus"
"2246","2016-08-09T00:15:00",2016,8,9,37.32661,-119.017618,"Danaus plexippus"
"2247","2019-07-20T14:43:00",2019,7,20,33.572536,-117.593161,"Danaus plexippus"
"2248","2019-07-28T16:10:07",2019,7,28,40.877212,-111.844458,"Danaus plexippus"
"2249","2019-10-27T11:04:12",2019,10,27,25.59865,-100.335083,"Danaus plexippus"
"2250","2020-06-13T09:48:00",2020,6,13,33.137138,-117.114003,"Danaus plexippus"
"2251","2021-11-16T13:14:11",2021,11,16,34.554769,-119.839215,"Danaus plexippus"
"2252","2021-11-11T10:31:44",2021,11,11,32.741568,-117.161632,"Danaus plexippus"
"2253","2021-07-01T10:32:00",2021,7,1,33.403618,-111.887896,"Danaus plexippus"
"2254","2020-10-04T16:50:44",2020,10,4,31.851412,-106.456938,"Danaus plexippus"
"2255","2015-09-07T09:58:00",2015,9,7,33.972237,-117.237167,"Danaus plexippus"
"2256","2021-10-29T14:32:16",2021,10,29,35.129394,-120.632546,"Danaus plexippus"
"2257","2017-04-16T14:52:46",2017,4,16,34.126743,-118.115082,"Danaus plexippus"
"2258","2016-09-25T10:49:12",2016,9,25,34.133407,-117.852742,"Danaus plexippus"
"2259","2021-11-05T11:24:11",2021,11,5,33.626817,-112.060244,"Danaus plexippus"
"2260","2019-01-08T15:31:25",2019,1,8,34.446525,-119.801278,"Danaus plexippus"
"2261","2020-05-23T12:28:11",2020,5,23,34.079787,-118.266479,"Danaus plexippus"
"2262","2016-07-16T16:06:04",2016,7,16,32.874456,-117.219035,"Danaus plexippus"
"2263","2016-07-07T12:05:00",2016,7,7,33.341248,-116.924657,"Danaus plexippus"
"2264","2013-11-04T02:31:00",2013,11,4,25.341078,-101.022205,"Danaus plexippus"
"2265","2019-05-22T13:09:40",2019,5,22,34.180663,-118.572442,"Danaus plexippus"
"2266","2020-11-18T14:34:00",2020,11,18,31.518424,-110.268212,"Danaus plexippus"
"2267","2020-01-17T15:26:36",2020,1,17,33.894712,-118.405503,"Danaus plexippus"
"2268","2021-05-30T12:12:20",2021,5,30,32.742742,-117.211288,"Danaus plexippus"
"2269","2018-11-09T11:35:00",2018,11,9,25.258045,-101.070655,"Danaus plexippus"
"2270","2021-01-11T13:15:59",2021,1,11,33.586181,-117.201844,"Danaus plexippus"
"2271","2020-08-05T11:31:58",2020,8,5,34.104636,-118.17913,"Danaus plexippus"
"2272","2020-06-26T00:00:00",2020,6,26,32.849327,-117.050444,"Danaus plexippus"
"2273","2020-05-01T09:24:29",2020,5,1,34.144709,-118.277796,"Danaus plexippus"
"2274","2021-08-15T13:16:55",2021,8,15,34.044525,-118.531067,"Danaus plexippus"
"2275","2020-06-09T15:34:00",2020,6,9,32.644364,-117.010958,"Danaus plexippus"
"2276","2020-07-10T09:19:02",2020,7,10,33.86908,-118.269143,"Danaus plexippus"
"2277","2019-08-31T10:12:04",2019,8,31,32.714355,-116.760155,"Danaus plexippus"
"2278","2020-07-18T12:41:58",2020,7,18,33.91665,-118.35527,"Danaus plexippus"
"2279","2021-07-21T15:24:46",2021,7,21,34.144301,-118.420726,"Danaus plexippus"
"2280","2016-11-14T12:51:00",2016,11,14,25.419068,-100.9681,"Danaus plexippus"
"2281","2021-06-26T14:08:45",2021,6,26,32.803947,-117.139572,"Danaus plexippus"
"2282","2019-08-11T11:11:46",2019,8,11,39.730876,-105.245494,"Danaus plexippus"
"2283","2019-10-12T13:47:20",2019,10,12,34.403442,-119.532463,"Danaus plexippus"
"2284","2018-11-10T15:44:00",2018,11,10,25.416999,-100.985222,"Danaus plexippus"
"2285","2020-06-13T08:17:53",2020,6,13,32.625705,-117.017692,"Danaus plexippus"
"2286","2020-06-12T16:14:51",2020,6,12,34.040742,-118.470487,"Danaus plexippus"
"2287","2016-04-16T13:19:46",2016,4,16,34.016777,-118.287732,"Danaus plexippus"
"2288","2020-03-29T17:27:49",2020,3,29,33.792817,-118.125655,"Danaus plexippus"
"2289","2021-11-21T13:25:41",2021,11,21,34.422958,-119.890847,"Danaus plexippus"
"2290","2021-09-22T12:20:00",2021,9,22,31.965467,-102.120423,"Danaus plexippus"
"2291","2013-12-28T10:16:27",2013,12,28,32.706595,-117.105794,"Danaus plexippus"
"2292","2020-06-08T08:38:45",2020,6,8,33.918782,-117.373188,"Danaus plexippus"
"2293","2021-08-03T13:02:05",2021,8,3,33.834077,-118.191903,"Danaus plexippus"
"2294","2016-09-10T16:36:12",2016,9,10,39.518851,-119.84657,"Danaus plexippus"
"2295","2021-06-03T14:30:00",2021,6,3,32.755605,-117.197013,"Danaus plexippus"
"2296","2021-10-27T09:30:13",2021,10,27,21.346509,-101.934646,"Danaus plexippus"
"2297","2016-10-24T09:17:00",2016,10,24,33.892925,-118.377043,"Danaus plexippus"
"2298","2021-04-12T11:55:12",2021,4,12,33.57703,-101.921555,"Danaus plexippus"
"2299","2017-11-05T13:34:00",2017,11,5,34.016957,-118.28877,"Danaus plexippus"
"2300","2019-11-12T13:17:20",2019,11,12,34.143612,-118.253334,"Danaus plexippus"
"2301","2019-10-20T19:00:39",2019,10,20,25.764584,-100.428696,"Danaus plexippus"
"2302","2019-08-17T12:48:57",2019,8,17,33.160714,-117.354195,"Danaus plexippus"
"2303","2021-04-07T17:28:22",2021,4,7,33.917912,-117.5682,"Danaus plexippus"
"2304","2021-07-04T11:40:00",2021,7,4,32.921704,-117.148048,"Danaus plexippus"
"2305","2016-11-18T15:00:03",2016,11,18,32.7872,-117.2325,"Danaus plexippus"
"2306","2016-09-27T09:20:00",2016,9,27,36.725445,-114.727324,"Danaus plexippus"
"2307","2014-10-30T16:40:00",2014,10,30,29.884375,-100.993436,"Danaus plexippus"
"2308","2021-11-03T21:31:16",2021,11,3,33.789095,-117.810446,"Danaus plexippus"
"2309","2020-04-16T17:17:20",2020,4,16,33.836339,-118.38025,"Danaus plexippus"
"2310","2020-12-16T15:21:00",2020,12,16,34.165054,-118.505131,"Danaus plexippus"
"2311","2021-10-09T16:09:42",2021,10,9,29.243157,-100.792603,"Danaus plexippus"
"2312","2017-12-03T09:48:58",2017,12,3,33.969662,-118.417041,"Danaus plexippus"
"2313","2020-07-10T12:10:00",2020,7,10,39.971881,-105.21189,"Danaus plexippus"
"2314","2018-08-11T00:00:00",2018,8,11,33.65359,-117.653416,"Danaus plexippus"
"2315","2021-06-29T12:46:51",2021,6,29,34.423692,-119.822142,"Danaus plexippus"
"2316","2020-05-02T09:28:35",2020,5,2,34.266063,-119.256619,"Danaus plexippus"
"2317","2020-06-16T12:28:00",2020,6,16,33.898514,-117.507178,"Danaus plexippus"
"2318","2020-07-05T12:58:12",2020,7,5,34.562441,-119.211625,"Danaus plexippus"
"2319","2020-09-15T17:17:00",2020,9,15,34.159261,-118.044633,"Danaus plexippus"
"2320","2020-04-20T14:40:32",2020,4,20,33.831371,-118.387173,"Danaus plexippus"
